source_id,source_artifact_id,provided_internal_id,frozen_canonical_id,benchmark_id,canonical_id,benchmark_identity_if_any,package_relative_path,recovered,complete,mapping_confidence,in_scope_current_master,cross_source_overlap,source_release_membership,benchmark_primary_membership,source_release_only,release_fidelity,package_tree_sha256,sanitized_package_tree_sha256,package_archive_sha256,secret_review_status,exact_public_candidate,sanitized_public_candidate,blocked,files_modified,notes
SRC002,rest_1049:platform-porter,rest_1049:platform-porter,UASSB_00008201,ASB04_006841,UASSB_00008201,ASB04_006841,packages/rest_1049/platform-porter,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,1f1361be217d9fefeb3c47ffe0f460f3f4303552193226d7a3e4c4b01ecdc415,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,rest_1169:sqlite-agent-amplification,rest_1169:sqlite-agent-amplification,UASSB_00008833,ASB04_004213,UASSB_00008833,ASB04_004213,packages/rest_1169/sqlite-agent-amplification,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,ebd91d9871993637c238b533598ac223341023f5c4634dbf59e2bb37f9a785cf,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,rest_154:github-multi-repo,rest_154:github-multi-repo,UASSB_00012430,ASB04_005135,UASSB_00012430,ASB04_005135,packages/rest_154/github-multi-repo,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,fe8b7c3655e33fc8019edfa98ce743c50ce4046cd9139ec9a4a918248e08b7a6,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,rest_1575:Skills,rest_1575:Skills,UASSB_00012596,ASB04_000790,UASSB_00012596,ASB04_000790,packages/rest_1575/Skills,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,6a4343d64f72aaec7a6c2ebd35084d8aef6c48d50c1dd4d8ed4c086032da3454,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,rest_1659:math-calculator,rest_1659:math-calculator,UASSB_00013043,ASB04_004312,UASSB_00006028,ASB04_004312,packages/rest_1659/math-calculator,yes,yes,HIGH,yes,yes,true,true,yes,EXACT_TO_PRESERVED_SNAPSHOT,4ef1f871ff89cac2e10f7dbd51f321950466da53d1fbc279633f470412f0e599,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,accepted author-provided historical snapshot; cross-source duplicate retained in source release and mapped to explicit primary benchmark identity
SRC002,rest_167:github-workflow-automation,rest_167:github-workflow-automation,UASSB_00013202,ASB04_006140,UASSB_00013202,ASB04_006140,packages/rest_167/github-workflow-automation,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,9ed672e17652804ef3a6b4446a06eaf4a241a307a494449814c5edf156460b9e,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,rest_2154:notion-export,rest_2154:notion-export,UASSB_00018985,ASB04_002790,UASSB_00018985,ASB04_002790,packages/rest_2154/notion-export,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,cce6f9e5355f152097aa353592a5f2565b38ba8b17a6224ae4da945504c87ecc,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,rest_2313:database,rest_2313:database,UASSB_00020208,ASB04_005215,UASSB_00020208,ASB04_005215,packages/rest_2313/database,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,f782167d8389483567bb3a182f4a60fe388c0ea6de585de21f0f1124ed2140a0,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,rest_2347:sacred-space-protocol,rest_2347:sacred-space-protocol,UASSB_00020375,ASB04_002582,UASSB_00020375,ASB04_002582,packages/rest_2347/sacred-space-protocol,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,c2868de60a76f827d3c3188e7d6c2ed0ed71fe1a9e76392522c03732d1a31d95,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,rest_234:flow-nexus-platform,rest_234:flow-nexus-platform,UASSB_00020413,ASB04_001790,UASSB_00020413,ASB04_001790,packages/rest_234/flow-nexus-platform,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,74ed8bc21cc808d44ce9264df1ed60bed9c0a4f18bcba3884a5b3e5415a7113c,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,PUBLIC_EXAMPLE_CREDENTIAL,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,rest_2872:pptx,rest_2872:pptx,UASSB_00024948,ASB04_003205,UASSB_00024948,ASB04_003205,packages/rest_2872/pptx,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,d63ece21bb0ae7e40c4efebce05accbc749cc0e50291da00a05a03bc00460b93,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,rest_3016:test-strategy,rest_3016:test-strategy,UASSB_00026246,ASB04_002010,UASSB_00026246,ASB04_002010,packages/rest_3016/test-strategy,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,ec4377c08280b6bb28051e773921d5e76484850ec20e7e7331784d06ebcffa42,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,rest_3018:e2e-validator,rest_3018:e2e-validator,UASSB_00026286,ASB04_002647,UASSB_00026286,ASB04_002647,packages/rest_3018/e2e-validator,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,f8e4803a2b5a872eb965111e8b33361c54398517be208b40a1e1949b369529a5,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
SRC002,rest_3103:github-code-review,rest_3103:github-code-review,UASSB_00027125,ASB04_003321,UASSB_00027125,ASB04_003321,packages/rest_3103/github-code-review,yes,yes,HIGH,yes,no,true,true,no,EXACT_TO_PRESERVED_SNAPSHOT,6bb471f8451b4ff4c8b12ec402f767bc0b116ab5795cdcc640432772b02c8209,,bf2532cb0e7fd3a76a2cf1bbb53cff1cd77fe67b3f152f802c084ef196860ed5,NO_CONFIRMED_SECRET,yes,no,no,,explicit task authorization; package bytes preserved relative to the author-provided snapshot
